RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Watched|Movie1,Watched|Movie2,Watched|Movie3,Watched|Movie4,Watched|Movie5,Watched|Movie6,Rank|Movie1,Rank|Movie2,Rank|Movie3,Rank|Movie4,Rank|Movie5,Rank|Movie6,Familiarity|Han Solo,Familiarity|Luke Skywalker,Familiarity|Princess Leia Organa,Familiarity|Anakin Skywalker,Familiarity|Obi Wan Kenobi,Familiarity|Emperor Palpatine,Familiarity|Darth Vader,Familiarity|Lando Calrissian,Familiarity|Boba Fett,Familiarity|C-3P0,Familiarity|R2 D2,Familiarity|Jar Jar Binks,Familiarity|Padme Amidala,Familiarity|Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?ξ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3289423303.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,45-60,"$150,000+",GRADUATE DEGREE,SOUTH ATLANTIC
3289414959.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,45-60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST SOUTH CENTRAL
3289410507.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,,,,,,,,,
3289410455.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,YES,NO,YES,MALE,18-29,"$150,000+",GRADUATE DEGREE,SOUTH ATLANTIC
3289392497.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,2.0,3.0,1.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,30-44,"$0 - $24,999",HIGH SCHOOL DEGREE,EAST NORTH CENTRAL
3289381739.0,YES,YES,True,True,True,True,True,True,6.0,1.0,2.0,3.0,4.0,5.0,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),HAN,NO,,NO,FEMALE,45-60,,SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3289370623.0,YES,YES,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,NO,,NO,FEMALE,45-60,"$25,000 - $49,999",BACHELOR DEGREE,WEST NORTH CENTRAL
3289363684.0,YES,YES,True,True,True,True,True,True,6.0,1.0,3.0,5.0,4.0,2.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,UNFAMILIAR (N/A),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,18-29,"$50,000 - $99,999",BACHELOR DEGREE,WEST SOUTH CENTRAL
3289354975.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,NO,,NO,FEMALE,18-29,"$0 - $24,999",BACHELOR DEGREE,NEW ENGLAND
3289351950.0,YES,YES,True,True,True,True,True,True,1.0,3.0,5.0,6.0,2.0,4.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,45-60,"$50,000 - $99,999",BACHELOR DEGREE,MIDDLE ATLANTIC
3289351379.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,30-44,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3289317542.0,YES,YES,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,YES,YES,MALE,30-44,,GRADUATE DEGREE,MIDDLE ATLANTIC
3289311086.0,YES,YES,True,True,True,True,True,True,3.0,5.0,2.0,1.0,4.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,> 60,"$50,000 - $99,999",,SOUTH ATLANTIC
3289274314.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,NO,,YES,MALE,> 60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST SOUTH CENTRAL
3289262699.0,YES,NO,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,UNFAMILIAR (N/A),VERY UNFAVORABLY,UNFAMILIAR (N/A),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,GREEDO,NO,,NO,FEMALE,30-44,"$50,000 - $99,999",BACHELOR DEGREE,EAST NORTH CENTRAL
3289262511.0,YES,NO,True,True,True,True,True,True,1.0,3.0,2.0,6.0,4.0,5.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),UNFAMILIAR (N/A),VERY FAVORABLY,HAN,NO,,NO,MALE,18-29,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3289236782.0,YES,YES,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),UNFAMILIAR (N/A),,UNFAMILIAR (N/A),I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,30-44,,SOME COLLEGE OR ASSOCIATE DEGREE,MIDDLE ATLANTIC
3289198607.0,YES,NO,True,True,True,True,True,True,2.0,5.0,6.0,1.0,3.0,4.0,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,NO,MALE,18-29,"$25,000 - $49,999",GRADUATE DEGREE,NEW ENGLAND
3289177383.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,30-44,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,NEW ENGLAND
3289156917.0,YES,YES,True,True,True,True,True,True,6.0,3.0,5.0,1.0,2.0,4.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,YES,YES,YES,MALE,30-44,"$100,000 - $149,999",GRADUATE DEGREE,MIDDLE ATLANTIC
3289112999.0,YES,NO,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT UNFAVORABLY,UNFAMILIAR (N/A),UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),UNFAMILIAR (N/A),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,45-60,"$150,000+",BACHELOR DEGREE,SOUTH ATLANTIC
3289069642.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,30-44,,SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3289054324.0,YES,YES,True,True,True,True,True,True,1.0,4.0,5.0,3.0,2.0,6.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,NO,MALE,30-44,"$150,000+",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3288941294.0,YES,YES,True,True,True,True,True,True,3.0,5.0,4.0,6.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,GREEDO,NO,,YES,MALE,30-44,"$150,000+",GRADUATE DEGREE,SOUTH ATLANTIC
3288777560.0,YES,YES,True,True,True,True,True,True,1.0,5.0,4.0,2.0,6.0,3.0,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,HAN,NO,,NO,MALE,18-29,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3288750443.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,YES,MALE,45-60,"$0 - $24,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3288741236.0,YES,YES,True,True,True,True,True,True,3.0,2.0,1.0,6.0,4.0,5.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,18-29,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3288718743.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,FEMALE,18-29,"$150,000+",BACHELOR DEGREE,PACIFIC
3288714827.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,GREEDO,YES,NO,NO,FEMALE,30-44,"$0 - $24,999",GRADUATE DEGREE,PACIFIC
3288713570.0,YES,YES,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,GREEDO,YES,NO,YES,FEMALE,45-60,"$100,000 - $149,999",BACHELOR DEGREE,SOUTH ATLANTIC
3288712832.0,YES,YES,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,FEMALE,45-60,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST NORTH CENTRAL
3288704807.0,YES,YES,True,True,True,True,True,True,6.0,4.0,3.0,2.0,1.0,5.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,GREEDO,NO,,YES,MALE,45-60,"$100,000 - $149,999",GRADUATE DEGREE,PACIFIC
3288702291.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,30-44,"$150,000+",GRADUATE DEGREE,PACIFIC
3288697760.0,YES,NO,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,18-29,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3288690295.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,MALE,> 60,,BACHELOR DEGREE,MOUNTAIN
3288683105.0,YES,YES,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,HAN,YES,NO,NO,MALE,18-29,,LESS THAN HIGH SCHOOL DEGREE,SOUTH ATLANTIC
3288682656.0,YES,YES,True,True,True,True,True,True,6.0,2.0,3.0,4.0,1.0,5.0,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,30-44,"$50,000 - $99,999",BACHELOR DEGREE,NEW ENGLAND
3288675923.0,YES,YES,True,True,True,True,True,True,2.0,3.0,4.0,6.0,5.0,1.0,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY UNFAVORABLY,UNFAMILIAR (N/A),VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,18-29,,GRADUATE DEGREE,WEST SOUTH CENTRAL
3288672409.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,FEMALE,18-29,,SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3288671359.0,YES,YES,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,NO,,NO,FEMALE,18-29,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3288671328.0,YES,YES,True,True,True,True,True,True,6.0,3.0,2.0,1.0,5.0,4.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,FEMALE,18-29,"$0 - $24,999",BACHELOR DEGREE,NEW ENGLAND
