RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Watched|Movie1,Watched|Movie2,Watched|Movie3,Watched|Movie4,Watched|Movie5,Watched|Movie6,Rank|Movie1,Rank|Movie2,Rank|Movie3,Rank|Movie4,Rank|Movie5,Rank|Movie6,Familiarity|Han Solo,Familiarity|Luke Skywalker,Familiarity|Princess Leia Organa,Familiarity|Anakin Skywalker,Familiarity|Obi Wan Kenobi,Familiarity|Emperor Palpatine,Familiarity|Darth Vader,Familiarity|Lando Calrissian,Familiarity|Boba Fett,Familiarity|C-3P0,Familiarity|R2 D2,Familiarity|Jar Jar Binks,Familiarity|Padme Amidala,Familiarity|Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?ξ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3290917131.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,,,,,,,,,
3290916554.0,YES,YES,True,True,True,True,True,True,4.0,3.0,5.0,2.0,6.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,FEMALE,18-29,,SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3290915885.0,YES,YES,True,True,True,True,True,True,3.0,6.0,5.0,1.0,4.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,45-60,,SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3290910069.0,YES,YES,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),UNFAMILIAR (N/A),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,MALE,45-60,,SOME COLLEGE OR ASSOCIATE DEGREE,NEW ENGLAND
3290902880.0,YES,YES,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,FEMALE,45-60,"$150,000+",GRADUATE DEGREE,SOUTH ATLANTIC
3290901027.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,45-60,"$0 - $24,999",GRADUATE DEGREE,EAST NORTH CENTRAL
3290888079.0,YES,YES,True,True,True,True,True,True,2.0,3.0,4.0,5.0,6.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,> 60,,SOME COLLEGE OR ASSOCIATE DEGREE,MIDDLE ATLANTIC
3290879019.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,45-60,"$25,000 - $49,999",GRADUATE DEGREE,EAST SOUTH CENTRAL
3290878766.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,YES,YES,YES,MALE,45-60,"$150,000+",BACHELOR DEGREE,SOUTH ATLANTIC
3290873342.0,YES,YES,True,True,True,True,True,True,6.0,2.0,3.0,4.0,1.0,5.0,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,YES,NO,MALE,30-44,"$50,000 - $99,999",BACHELOR DEGREE,MIDDLE ATLANTIC
3290871307.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,45-60,"$100,000 - $149,999",GRADUATE DEGREE,PACIFIC
3290863729.0,YES,YES,True,True,True,True,True,True,5.0,6.0,2.0,4.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,18-29,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3290863193.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,YES,MALE,45-60,,BACHELOR DEGREE,SOUTH ATLANTIC
3290860908.0,YES,YES,True,True,True,True,True,True,6.0,5.0,3.0,4.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),,VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,YES,NO,YES,MALE,45-60,"$0 - $24,999",GRADUATE DEGREE,MOUNTAIN
3290860842.0,YES,NO,True,True,True,True,True,True,3.0,4.0,6.0,5.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,MALE,> 60,,SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3290860558.0,YES,YES,True,True,True,True,True,True,6.0,4.0,3.0,1.0,2.0,5.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,MALE,30-44,,BACHELOR DEGREE,NEW ENGLAND
3290858543.0,YES,YES,True,True,True,True,True,True,4.0,3.0,5.0,2.0,1.0,6.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,YES,NO,YES,MALE,45-60,"$150,000+",GRADUATE DEGREE,NEW ENGLAND
3290855818.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,YES,YES,YES,MALE,45-60,,HIGH SCHOOL DEGREE,EAST NORTH CENTRAL
3290854802.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,YES,YES,NO,MALE,30-44,"$0 - $24,999",HIGH SCHOOL DEGREE,PACIFIC
3290848617.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,45-60,"$100,000 - $149,999",BACHELOR DEGREE,WEST SOUTH CENTRAL
3290846848.0,YES,YES,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,NO,MALE,> 60,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3290846466.0,YES,YES,True,True,True,True,True,True,1.0,6.0,5.0,2.0,4.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,NO,,YES,MALE,45-60,"$25,000 - $49,999",BACHELOR DEGREE,SOUTH ATLANTIC
3290845367.0,YES,YES,True,True,True,True,True,True,5.0,4.0,6.0,1.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,YES,NO,YES,MALE,30-44,"$0 - $24,999",HIGH SCHOOL DEGREE,SOUTH ATLANTIC
3290845046.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,> 60,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST NORTH CENTRAL
3290810023.0,YES,NO,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,18-29,"$0 - $24,999",GRADUATE DEGREE,EAST NORTH CENTRAL
3290806200.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,,,,,,,,,
3290805125.0,YES,NO,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,UNFAMILIAR (N/A),UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,MALE,45-60,"$150,000+",GRADUATE DEGREE,SOUTH ATLANTIC
3290804008.0,YES,YES,True,True,True,True,True,True,4.0,2.0,3.0,5.0,6.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,YES,NO,YES,MALE,45-60,,BACHELOR DEGREE,MOUNTAIN
3290798064.0,YES,YES,True,True,True,True,True,True,4.0,3.0,1.0,6.0,5.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,MALE,45-60,"$50,000 - $99,999",GRADUATE DEGREE,SOUTH ATLANTIC
3290792507.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,HAN,NO,,YES,MALE,18-29,"$25,000 - $49,999",BACHELOR DEGREE,PACIFIC
3290787286.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,FEMALE,18-29,,LESS THAN HIGH SCHOOL DEGREE,PACIFIC
3290785928.0,YES,YES,True,True,True,True,True,True,3.0,1.0,2.0,6.0,5.0,4.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,MALE,18-29,"$0 - $24,999",BACHELOR DEGREE,PACIFIC
3290781544.0,YES,YES,True,True,True,True,True,True,5.0,6.0,3.0,1.0,4.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,HAN,NO,,YES,MALE,30-44,"$100,000 - $149,999",BACHELOR DEGREE,WEST NORTH CENTRAL
3290773277.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,GREEDO,YES,YES,YES,MALE,30-44,"$150,000+",BACHELOR DEGREE,SOUTH ATLANTIC
3290758362.0,YES,YES,True,True,True,True,True,True,5.0,3.0,6.0,4.0,2.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,NO,MALE,18-29,,SOME COLLEGE OR ASSOCIATE DEGREE,MIDDLE ATLANTIC
3290756394.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,NO,FEMALE,45-60,"$25,000 - $49,999",BACHELOR DEGREE,MIDDLE ATLANTIC
3290755451.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,> 60,"$50,000 - $99,999",BACHELOR DEGREE,WEST NORTH CENTRAL
3290749764.0,YES,YES,True,True,True,True,True,True,4.0,6.0,3.0,2.0,5.0,1.0,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,45-60,"$150,000+",GRADUATE DEGREE,MIDDLE ATLANTIC
3290741994.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,VERY FAVORABLY,GREEDO,YES,YES,YES,MALE,30-44,,SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3290741405.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,NO,,YES,FEMALE,45-60,"$100,000 - $149,999",BACHELOR DEGREE,PACIFIC
3290740448.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,45-60,"$150,000+",BACHELOR DEGREE,MOUNTAIN
3290739967.0,YES,YES,True,True,True,True,True,True,2.0,3.0,4.0,5.0,6.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,NO,FEMALE,45-60,,HIGH SCHOOL DEGREE,WEST NORTH CENTRAL
